county_fips,state_fips,tract_count,population_2020_sum,households_without_vehicle_count_sum,snap_households_count_sum,driving_low_access_population_beyond_1mi_10mi_count_sum,driving_no_vehicle_households_beyond_1mi_count_sum,driving_snap_households_beyond_1mi_count_sum,straight_low_access_population_beyond_1mi_10mi_count_sum,straight_no_vehicle_households_beyond_1mi_count_sum,straight_snap_households_beyond_1mi_count_sum,urban_tract_count,low_income_tract_tract_count,driving_low_income_low_access_tract_count,driving_low_vehicle_access_tract_count,straight_low_income_low_access_tract_count,straight_low_vehicle_access_tract_count
16073,16,3,11913,151.0,511.0,2199,111.0,401.0,1492,101.0,362.0,0,2,1.0,0.0,1.0,0.0
16075,16,5,25386,362.0,1516.0,8123,180.0,699.0,4625,114.0,422.0,3,3,3.0,2.0,3.0,0.0
16077,16,2,7878,90.0,250.0,1247,43.0,127.0,1079,41.0,120.0,0,2,1.0,0.0,1.0,0.0
16079,16,3,13169,260.0,595.0,591,129.0,268.0,433,115.0,232.0,0,2,0.0,1.0,0.0,1.0
16081,16,7,11630,64.0,143.0,916,57.0,126.0,570,50.0,113.0,0,1,0.0,0.0,0.0,0.0
16083,16,17,90046,999.0,3320.0,18254,264.0,886.0,12350,200.0,663.0,12,6,2.0,1.0,0.0,0.0
16085,16,4,11746,180.0,134.0,2845,148.0,113.0,1936,130.0,99.0,1,0,0.0,0.0,0.0,0.0
16087,16,3,10500,206.0,467.0,827,128.0,274.0,223,115.0,238.0,0,2,0.0,0.0,0.0,0.0
17001,17,19,65737,2083.0,3448.0,9267,382.0,835.0,4238,206.0,554.0,13,9,0.0,1.0,0.0,1.0
17003,17,4,5240,192.0,511.0,85,72.0,250.0,0,62.0,210.0,0,3,0.0,0.0,0.0,0.0
17005,17,4,16725,416.0,793.0,1659,282.0,566.0,1512,264.0,541.0,1,1,0.0,1.0,0.0,1.0
17007,17,10,53448,823.0,2781.0,16415,191.0,885.0,14539,167.0,765.0,7,5,2.0,0.0,2.0,0.0
17009,17,2,6244,174.0,247.0,264,99.0,163.0,34,97.0,160.0,0,1,0.0,0.0,0.0,0.0
17011,17,10,33244,935.0,1889.0,3230,415.0,867.0,1391,302.0,701.0,3,7,2.0,1.0,1.0,1.0
17013,17,2,4437,34.0,95.0,666,30.0,81.0,59,29.0,78.0,0,0,0.0,0.0,0.0,0.0
17015,17,6,15702,220.0,996.0,7,127.0,620.0,0,100.0,502.0,0,2,0.0,0.0,0.0,0.0
17017,17,5,13042,233.0,755.0,151,53.0,195.0,0,46.0,169.0,2,4,0.0,0.0,0.0,0.0
17019,17,48,205865,10950.0,7764.0,28530,1016.0,1575.0,15976,582.0,921.0,39,21,4.0,14.0,3.0,6.0
17021,17,10,34032,822.0,2076.0,1381,221.0,667.0,375,178.0,551.0,5,5,0.0,0.0,0.0,0.0
17023,17,4,15455,338.0,879.0,75,136.0,471.0,3,94.0,383.0,0,1,0.0,0.0,0.0,0.0
17025,17,4,13288,259.0,983.0,1421,147.0,511.0,603,134.0,465.0,1,2,1.0,0.0,0.0,0.0
17027,17,9,36899,461.0,1311.0,159,273.0,803.0,0,243.0,717.0,0,2,0.0,1.0,0.0,1.0
17029,17,13,46863,1802.0,3947.0,11931,578.0,962.0,8603,454.0,676.0,11,8,4.0,4.0,1.0,2.0
17031,17,1331,5275541,378260.0,329128.0,291621,6387.0,7780.0,89168,1768.0,2045.0,1327,593,20.0,89.0,2.0,37.0
17033,17,6,18679,454.0,1030.0,1465,312.0,563.0,314,279.0,495.0,2,2,0.0,1.0,0.0,1.0
17035,17,3,10450,199.0,385.0,25,158.0,301.0,0,152.0,291.0,0,1,0.0,0.0,0.0,0.0
17037,17,23,100420,2525.0,5827.0,22187,706.0,1711.0,12462,487.0,1208.0,15,9,5.0,3.0,3.0,1.0
17039,17,5,15516,253.0,863.0,210,51.0,285.0,15,44.0,261.0,2,1,0.0,0.0,0.0,0.0
17041,17,5,19740,840.0,965.0,1127,562.0,525.0,636,429.0,403.0,1,1,0.0,1.0,0.0,1.0
17043,17,219,932877,16003.0,26030.0,173480,3381.0,4118.0,46464,868.0,1058.0,215,21,5.0,24.0,0.0,15.0
17045,17,5,16866,604.0,1460.0,1798,177.0,500.0,465,110.0,357.0,2,3,2.0,2.0,0.0,1.0
17047,17,3,6245,104.0,457.0,0,72.0,232.0,0,67.0,199.0,0,3,0.0,0.0,0.0,0.0
17049,17,8,34668,793.0,1696.0,2668,309.0,714.0,730,214.0,526.0,3,1,0.0,3.0,0.0,1.0
17051,17,7,21488,433.0,909.0,2825,265.0,599.0,1959,240.0,551.0,2,6,1.0,0.0,1.0,0.0
17053,17,5,13534,528.0,842.0,617,154.0,309.0,166,114.0,256.0,1,1,0.0,1.0,0.0,1.0
17055,17,12,37804,1014.0,4171.0,5976,337.0,1525.0,4736,275.0,1238.0,6,11,2.0,0.0,2.0,0.0
17057,17,12,33609,735.0,2393.0,1831,245.0,835.0,213,196.0,667.0,3,7,1.0,0.0,0.0,0.0
17059,17,2,4946,161.0,458.0,462,117.0,337.0,41,111.0,320.0,0,2,0.0,0.0,0.0,0.0
17061,17,5,11985,207.0,689.0,115,56.0,196.0,0,43.0,156.0,0,4,0.0,0.0,0.0,0.0
17063,17,10,52533,824.0,2251.0,17506,307.0,1026.0,10942,219.0,786.0,6,1,1.0,1.0,1.0,1.0
17065,17,3,7993,183.0,516.0,218,88.0,272.0,21,74.0,236.0,0,2,0.0,0.0,0.0,0.0
17067,17,7,17620,409.0,1010.0,1657,238.0,649.0,631,202.0,574.0,1,4,1.0,0.0,1.0,0.0
17069,17,2,3649,139.0,286.0,850,117.0,223.0,38,113.0,212.0,0,2,0.0,0.0,0.0,0.0
17071,17,3,6387,118.0,374.0,185,81.0,267.0,0,74.0,246.0,0,2,0.0,0.0,0.0,0.0
17073,17,14,49284,1338.0,2696.0,9200,547.0,1112.0,6022,410.0,861.0,7,7,4.0,3.0,4.0,2.0
17075,17,9,27077,515.0,1623.0,391,271.0,872.0,19,250.0,805.0,1,4,0.0,0.0,0.0,0.0
17077,17,17,52974,2647.0,4243.0,8736,961.0,1811.0,4054,622.0,1355.0,8,9,4.0,5.0,2.0,4.0
17079,17,3,9287,167.0,525.0,987,73.0,304.0,270,71.0,291.0,0,1,0.0,0.0,0.0,0.0
17081,17,11,37113,932.0,2537.0,7743,461.0,1197.0,5106,383.0,1004.0,7,7,2.0,2.0,2.0,2.0
17083,17,6,21512,371.0,945.0,2506,206.0,591.0,1846,183.0,530.0,1,1,0.0,1.0,0.0,0.0
17085,17,7,22035,729.0,874.0,980,616.0,732.0,0,528.0,673.0,0,1,0.0,2.0,0.0,2.0
17087,17,4,13308,177.0,530.0,168,148.0,450.0,10,137.0,419.0,0,3,0.0,1.0,0.0,1.0
17089,17,104,516522,8597.0,20253.0,154863,2110.0,3700.0,86692,1127.0,2034.0,95,35,5.0,13.0,1.0,5.0
17091,17,30,107502,2700.0,6532.0,18165,706.0,2040.0,7333,457.0,1344.0,19,16,3.0,3.0,2.0,1.0
17093,17,21,131869,978.0,3907.0,40831,453.0,1909.0,17299,226.0,896.0,15,2,0.0,2.0,0.0,1.0
17095,17,16,49967,1802.0,3235.0,8768,539.0,1059.0,5469,398.0,798.0,10,8,2.0,4.0,2.0,2.0
17097,17,159,714342,11807.0,24166.0,233743,3349.0,5545.0,111226,1572.0,2749.0,149,38,5.0,18.0,2.0,10.0
17099,17,28,109658,2716.0,6729.0,11267,686.0,1748.0,5260,487.0,1226.0,17,14,2.0,0.0,2.0,0.0
17101,17,5,15280,313.0,805.0,1487,141.0,373.0,831,99.0,234.0,2,3,1.0,1.0,1.0,0.0
17103,17,9,34145,875.0,2048.0,4664,329.0,777.0,3322,269.0,644.0,3,3,0.0,1.0,0.0,1.0
17105,17,10,35815,811.0,2146.0,2813,339.0,1086.0,128,206.0,733.0,2,2,0.0,1.0,0.0,0.0
17107,17,8,27987,768.0,2068.0,2336,204.0,744.0,1320,164.0,642.0,4,3,1.0,1.0,1.0,0.0
17109,17,11,27238,1112.0,1680.0,3814,390.0,645.0,1948,264.0,406.0,6,7,2.0,2.0,0.0,2.0
17111,17,64,310229,4076.0,8679.0,103251,1784.0,4240.0,58168,993.0,2689.0,45,8,4.0,4.0,1.0,3.0
17113,17,47,170954,4165.0,7245.0,31246,706.0,1707.0,14348,443.0,1140.0,36,19,3.0,4.0,1.0,1.0
17115,17,37,103998,4124.0,8595.0,25355,670.0,1345.0,13431,346.0,752.0,32,23,2.0,8.0,1.0,3.0
17117,17,13,44967,783.0,2712.0,682,274.0,809.0,92,218.0,643.0,3,7,0.0,0.0,0.0,0.0
17119,17,63,265859,6229.0,15129.0,57064,1366.0,3092.0,26616,659.0,1644.0,50,30,5.0,7.0,0.0,5.0
17121,17,12,37729,1083.0,3073.0,2673,252.0,995.0,711,166.0,756.0,6,7,0.0,1.0,0.0,0.0
17123,17,5,11742,184.0,687.0,49,75.0,328.0,0,68.0,301.0,0,2,0.0,0.0,0.0,0.0
17125,17,6,13086,455.0,898.0,379,99.0,318.0,10,85.0,290.0,0,3,0.0,0.0,0.0,0.0
17127,17,4,14169,279.0,931.0,991,82.0,374.0,172,69.0,312.0,2,2,0.0,0.0,0.0,0.0
17129,17,3,12297,288.0,759.0,4,164.0,477.0,0,145.0,431.0,0,0,0.0,1.0,0.0,1.0
17131,17,4,15699,187.0,652.0,103,120.0,364.0,0,108.0,333.0,0,0,0.0,0.0,0.0,0.0
17133,17,7,34962,558.0,615.0,7599,206.0,319.0,5172,158.0,275.0,3,0,0.0,2.0,0.0,1.0
17135,17,8,28288,742.0,1747.0,1744,254.0,736.0,842,216.0,629.0,3,3,0.0,1.0,0.0,0.0
17137,17,10,32915,724.0,2124.0,2408,113.0,523.0,1396,85.0,425.0,6,4,1.0,0.0,1.0,0.0
17139,17,4,14526,775.0,688.0,100,471.0,292.0,3,444.0,266.0,1,1,0.0,1.0,0.0,1.0
17141,17,13,51788,1144.0,2231.0,3478,409.0,938.0,2494,310.0,761.0,2,4,1.0,1.0,0.0,1.0
17143,17,49,181830,6264.0,13992.0,21542,1106.0,1995.0,8156,604.0,1045.0,39,32,5.0,9.0,1.0,6.0
17145,17,6,20945,513.0,1494.0,722,224.0,680.0,351,186.0,573.0,1,5,1.0,1.0,0.0,0.0
17147,17,4,16673,142.0,433.0,1906,70.0,245.0,1154,57.0,213.0,1,0,0.0,0.0,0.0,0.0
17149,17,5,14739,204.0,951.0,464,122.0,614.0,112,108.0,551.0,0,4,0.0,0.0,0.0,0.0
17151,17,2,3763,76.0,126.0,1262,65.0,109.0,136,64.0,107.0,0,1,1.0,0.0,0.0,0.0
17153,17,2,5193,143.0,444.0,0,98.0,304.0,0,87.0,270.0,0,2,0.0,0.0,0.0,0.0
17155,17,2,5637,80.0,205.0,7,62.0,143.0,0,60.0,136.0,0,1,0.0,0.0,0.0,0.0
17157,17,10,30163,804.0,1538.0,1342,271.0,521.0,760,152.0,322.0,2,4,0.0,1.0,0.0,1.0
17159,17,5,15813,544.0,1014.0,1234,132.0,353.0,393,94.0,288.0,3,4,1.0,1.0,0.0,1.0
17161,17,43,144672,5286.0,9845.0,12838,728.0,1469.0,3241,354.0,748.0,36,27,5.0,5.0,2.0,2.0
17163,17,68,257400,7567.0,16293.0,42545,1546.0,3681.0,17452,687.0,1690.0,55,32,6.0,14.0,3.0,7.0
17165,17,9,23768,963.0,2622.0,3028,337.0,1217.0,1507,198.0,833.0,3,7,2.0,1.0,1.0,1.0
17167,17,54,196343,6438.0,13108.0,29770,926.0,1896.0,14803,586.0,1182.0,41,25,1.0,7.0,1.0,3.0
17169,17,3,6902,136.0,318.0,268,74.0,175.0,0,62.0,146.0,0,2,0.0,0.0,0.0,0.0
17171,17,2,4949,99.0,332.0,11,72.0,241.0,0,68.0,228.0,0,1,0.0,0.0,0.0,0.0
17173,17,6,20990,438.0,1245.0,450,186.0,631.0,94,163.0,569.0,1,2,0.0,0.0,0.0,0.0
17175,17,2,5400,56.0,264.0,4,40.0,197.0,0,37.0,184.0,0,0,0.0,0.0,0.0,0.0
17177,17,13,44630,1526.0,3291.0,6430,485.0,941.0,2801,274.0,500.0,6,8,3.0,3.0,1.0,1.0
17179,17,30,131343,2978.0,5605.0,29767,1088.0,1728.0,11141,623.0,833.0,22,7,3.0,5.0,0.0,4.0
17181,17,5,17244,656.0,1191.0,1900,270.0,556.0,971,229.0,473.0,2,2,1.0,2.0,1.0,2.0
17183,17,24,74188,2748.0,5877.0,12639,1081.0,2342.0,5050,392.0,1052.0,13,17,6.0,5.0,1.0,5.0
17185,17,4,11361,521.0,966.0,2368,208.0,392.0,1259,142.0,271.0,3,3,2.0,2.0,2.0,1.0
17187,17,5,16835,470.0,1083.0,2257,157.0,401.0,1033,126.0,331.0,2,3,2.0,1.0,1.0,1.0
17189,17,4,13761,152.0,549.0,73,117.0,390.0,0,107.0,336.0,0,1,0.0,0.0,0.0,0.0
17191,17,5,16179,494.0,961.0,2523,265.0,508.0,1034,234.0,440.0,2,3,1.0,2.0,0.0,1.0
17193,17,5,13877,537.0,1061.0,1456,217.0,469.0,387,188.0,420.0,2,5,1.0,0.0,0.0,0.0
17195,17,19,55691,1344.0,3252.0,6608,332.0,973.0,4191,267.0,806.0,11,9,3.0,3.0,1.0,2.0
17197,17,172,696355,9521.0,24658.0,234362,2562.0,6888.0,108333,1203.0,3602.0,153,37,8.0,12.0,3.0,4.0
17199,17,18,67153,1735.0,4817.0,10401,603.0,1941.0,5931,437.0,1460.0,10,8,2.0,2.0,2.0,2.0
17201,17,80,285350,9962.0,23722.0,49462,1169.0,2962.0,19998,476.0,1338.0,72,42,6.0,10.0,1.0,3.0
17203,17,9,38467,479.0,801.0,8730,292.0,481.0,5350,227.0,383.0,2,1,0.0,1.0,0.0,0.0
18001,18,7,35809,1626.0,816.0,3972,1265.0,376.0,2524,1122.0,280.0,2,2,1.0,4.0,1.0,4.0
18003,18,96,385410,10665.0,14273.0,106107,2433.0,2414.0,47711,1355.0,1091.0,83,40,7.0,14.0,3.0,7.0
18005,18,16,82208,1740.0,2474.0,16546,527.0,785.0,10988,413.0,617.0,10,4,0.0,3.0,0.0,2.0
18007,18,3,8719,165.0,403.0,89,106.0,253.0,0,94.0,233.0,0,1,0.0,0.0,0.0,0.0
18009,18,4,12112,492.0,754.0,288,105.0,219.0,30,83.0,183.0,2,2,0.0,0.0,0.0,0.0
18011,18,11,70812,685.0,1067.0,19490,272.0,541.0,12427,134.0,413.0,6,1,1.0,1.0,0.0,1.0
18013,18,5,15475,237.0,332.0,377,210.0,298.0,4,198.0,281.0,0,1,0.0,0.0,0.0,0.0
18015,18,7,20306,368.0,423.0,11,200.0,211.0,0,166.0,166.0,0,1,0.0,0.0,0.0,0.0
18017,18,11,37870,745.0,1420.0,507,246.0,367.0,60,206.0,299.0,5,5,0.0,0.0,0.0,0.0
18019,18,27,121093,2584.0,3939.0,26076,799.0,1059.0,9606,480.0,583.0,20,7,1.0,4.0,0.0,2.0
18021,18,6,26466,440.0,820.0,9693,168.0,351.0,7961,133.0,278.0,4,1,1.0,0.0,1.0,0.0
18023,18,8,33190,508.0,861.0,775,166.0,253.0,28,136.0,208.0,4,2,0.0,0.0,0.0,0.0
18025,18,3,10526,238.0,536.0,228,192.0,469.0,0,175.0,439.0,0,3,0.0,1.0,0.0,1.0
18027,18,8,33381,1612.0,1220.0,1128,1130.0,333.0,248,1061.0,254.0,3,2,0.0,3.0,0.0,3.0
18029,18,13,50679,832.0,1571.0,12002,471.0,1018.0,8594,310.0,780.0,4,1,0.0,1.0,0.0,1.0
18031,18,6,26472,347.0,597.0,1858,209.0,372.0,1182,183.0,328.0,2,0,0.0,0.0,0.0,0.0
18033,18,9,43265,995.0,1082.0,8414,527.0,620.0,3983,409.0,424.0,3,1,0.0,3.0,0.0,3.0
18035,18,34,111903,3308.0,6562.0,21975,592.0,1395.0,11460,357.0,829.0,26,20,5.0,2.0,2.0,1.0
18037,18,9,43637,736.0,746.0,8312,237.0,212.0,5923,155.0,122.0,4,3,3.0,1.0,0.0,1.0
18039,18,45,207047,5618.0,5087.0,48254,3106.0,1711.0,21461,2368.0,867.0,32,14,7.0,13.0,3.0,13.0
18041,18,7,23398,690.0,1326.0,1911,130.0,353.0,617,70.0,235.0,4,4,1.0,2.0,0.0,1.0
18043,18,20,80484,1841.0,2417.0,12989,359.0,462.0,5145,171.0,249.0,14,7,1.0,2.0,0.0,1.0
18045,18,5,16479,223.0,610.0,5,127.0,356.0,0,113.0,312.0,0,3,0.0,0.0,0.0,0.0
18047,18,5,22785,598.0,420.0,24,410.0,300.0,0,365.0,271.0,0,2,0.0,1.0,0.0,1.0
18049,18,6,20480,482.0,996.0,722,276.0,450.0,8,231.0,346.0,1,2,1.0,1.0,0.0,1.0
18051,18,8,33011,544.0,1096.0,870,196.0,437.0,250,149.0,339.0,2,2,1.0,0.0,0.0,0.0
18053,18,16,66674,1707.0,3698.0,4681,516.0,792.0,2484,389.0,571.0,10,11,3.0,3.0,1.0,2.0
18055,18,9,30803,813.0,1404.0,495,465.0,755.0,154,412.0,664.0,2,4,0.0,2.0,0.0,2.0
18057,18,57,347467,3260.0,3433.0,184355,1540.0,1800.0,91408,652.0,1022.0,50,2,1.0,6.0,1.0,5.0
18059,18,15,79840,995.0,1517.0,12904,468.0,663.0,7997,344.0,441.0,7,1,0.0,1.0,0.0,1.0
18061,18,9,39654,617.0,935.0,317,483.0,660.0,0,407.0,544.0,0,1,0.0,2.0,0.0,2.0
18063,18,31,174788,2217.0,2220.0,75658,1071.0,1188.0,47134,639.0,814.0,23,1,0.0,3.0,0.0,2.0
18065,18,13,48914,1064.0,1889.0,3823,328.0,618.0,2372,263.0,507.0,7,7,1.0,1.0,0.0,0.0
18067,18,21,83658,2597.0,4070.0,8357,288.0,353.0,3831,150.0,248.0,15,9,1.0,3.0,0.0,1.0
18069,18,9,36662,719.0,1692.0,5664,298.0,817.0,3405,201.0,614.0,4,3,2.0,2.0,1.0,1.0
18071,18,11,46428,1034.0,1571.0,4851,384.0,621.0,1243,242.0,390.0,5,4,2.0,2.0,0.0,1.0
18073,18,8,32918,295.0,685.0,7,178.0,420.0,0,144.0,340.0,0,3,0.0,1.0,0.0,0.0
18075,18,7,20478,639.0,757.0,793,357.0,299.0,312,336.0,266.0,2,4,0.0,1.0,0.0,1.0
18077,18,7,33147,435.0,1274.0,1697,221.0,634.0,1006,188.0,483.0,2,2,0.0,0.0,0.0,0.0
18079,18,6,27613,599.0,873.0,257,410.0,625.0,78,329.0,478.0,1,2,0.0,2.0,0.0,2.0
18081,18,28,161765,2083.0,4075.0,42818,694.0,1292.0,19514,371.0,678.0,22,4,2.0,3.0,1.0,0.0
18083,18,11,36282,1143.0,1963.0,6154,389.0,754.0,4111,298.0,577.0,6,6,0.0,1.0,0.0,1.0
18085,18,21,80240,1772.0,1652.0,11540,1082.0,1094.0,7434,927.0,912.0,8,3,1.0,4.0,1.0,2.0
18087,18,9,40446,3764.0,597.0,0,3388.0,468.0,0,3147.0,416.0,0,0,0.0,8.0,0.0,8.0
18089,18,131,498700,14036.0,25127.0,93920,1581.0,2311.0,36168,629.0,877.0,124,79,11.0,8.0,1.0,3.0
18091,18,30,112417,2079.0,4318.0,17370,638.0,1624.0,8282,395.0,1104.0,19,14,5.0,2.0,4.0,1.0
18093,18,13,45011,927.0,1583.0,3315,378.0,704.0,1133,187.0,474.0,4,3,1.0,1.0,0.0,1.0
18095,18,39,130129,3244.0,7365.0,17719,560.0,1414.0,9342,335.0,906.0,28,22,2.0,3.0,0.0,0.0
18097,18,253,977203,33157.0,49932.0,196313,4091.0,6179.0,51656,787.0,1527.0,249,140,26.0,43.0,5.0,21.0
18099,18,12,46095,1175.0,1133.0,2121,788.0,587.0,295,715.0,494.0,3,4,0.0,1.0,0.0,1.0
18101,18,3,9812,176.0,284.0,52,90.0,161.0,0,69.0,129.0,0,1,0.0,0.0,0.0,0.0
18103,18,10,35962,685.0,1539.0,6219,231.0,752.0,4950,195.0,661.0,4,5,1.0,1.0,1.0,1.0
18105,18,33,139718,4954.0,3564.0,29169,1101.0,1200.0,13966,625.0,697.0,24,15,2.0,9.0,0.0,6.0
18107,18,9,37936,867.0,1442.0,1351,326.0,473.0,374,254.0,351.0,3,1,0.0,0.0,0.0,0.0
18109,18,17,71780,1027.0,2209.0,11999,507.0,1193.0,8166,410.0,940.0,6,7,1.0,1.0,0.0,0.0
18111,18,4,13830,173.0,486.0,11,117.0,295.0,0,102.0,262.0,0,4,0.0,0.0,0.0,0.0
18113,18,10,47457,1837.0,923.0,2252,925.0,503.0,1562,787.0,427.0,2,2,1.0,4.0,1.0,4.0
18115,18,2,5940,140.0,90.0,2,94.0,51.0,0,87.0,47.0,0,1,0.0,0.0,0.0,0.0
18117,18,6,19867,535.0,920.0,170,341.0,507.0,0,305.0,444.0,0,1,0.0,1.0,0.0,1.0
18119,18,6,21321,269.0,838.0,25,189.0,653.0,0,160.0,569.0,0,3,0.0,1.0,0.0,0.0
18121,18,5,16156,524.0,781.0,80,420.0,536.0,0,391.0,469.0,0,2,0.0,1.0,0.0,1.0
18123,18,5,19170,429.0,801.0,3174,143.0,324.0,1300,101.0,247.0,2,3,2.0,1.0,1.0,0.0
18125,18,4,12250,209.0,478.0,52,142.0,308.0,0,123.0,267.0,0,1,0.0,0.0,0.0,0.0
18127,18,42,173215,2320.0,3825.0,48602,955.0,1560.0,23035,543.0,799.0,30,10,4.0,4.0,1.0,3.0
18129,18,7,25222,326.0,735.0,709,140.0,309.0,44,116.0,245.0,2,2,0.0,0.0,0.0,0.0
18131,18,4,12514,298.0,401.0,9,180.0,265.0,0,142.0,225.0,0,1,0.0,0.0,0.0,0.0
18133,18,9,36726,499.0,1150.0,3683,304.0,750.0,2193,270.0,666.0,3,1,1.0,0.0,0.0,0.0
18135,18,8,24502,684.0,1552.0,2238,338.0,725.0,1206,292.0,615.0,3,3,3.0,0.0,1.0,0.0
18137,18,7,28995,504.0,845.0,2280,350.0,529.0,1846,292.0,446.0,1,0,0.0,0.0,0.0,0.0
18139,18,5,16752,353.0,674.0,998,130.0,299.0,341,100.0,246.0,2,1,0.0,0.0,0.0,0.0
18141,18,82,272912,7204.0,10469.0,61823,1228.0,1186.0,31037,678.0,627.0,73,35,2.0,7.0,0.0,2.0
18143,18,5,24384,349.0,1400.0,1045,188.0,633.0,249,159.0,523.0,1,2,1.0,1.0,0.0,1.0
18145,18,10,45055,999.0,1486.0,3472,356.0,588.0,1540,260.0,491.0,4,5,2.0,1.0,1.0,1.0
18147,18,6,19810,221.0,540.0,0,155.0,381.0,0,133.0,328.0,0,2,0.0,0.0,0.0,0.0
18149,18,7,23371,595.0,1121.0,0,351.0,640.0,0,266.0,517.0,0,4,0.0,2.0,0.0,2.0
18151,18,9,34435,757.0,999.0,7249,478.0,580.0,5189,369.0,438.0,3,1,1.0,2.0,0.0,2.0
18153,18,8,20817,385.0,863.0,494,206.0,480.0,198,172.0,405.0,1,5,0.0,0.0,0.0,0.0
18155,18,3,9737,252.0,502.0,24,188.0,377.0,0,150.0,300.0,0,1,0.0,0.0,0.0,0.0
18157,18,43,186251,7328.0,5470.0,42804,1241.0,1511.0,23343,649.0,905.0,38,23,5.0,13.0,4.0,6.0
18159,18,5,15359,149.0,421.0,1992,56.0,213.0,1784,52.0,199.0,2,2,1.0,0.0,1.0,0.0
18161,18,2,7087,130.0,182.0,11,95.0,128.0,0,87.0,116.0,0,0,0.0,0.0,0.0,0.0
18163,18,59,180136,6246.0,8778.0,39354,674.0,738.0,18262,356.0,315.0,53,30,4.0,6.0,1.0,2.0
18165,18,5,15439,337.0,757.0,409,115.0,359.0,212,99.0,317.0,1,2,0.0,0.0,0.0,0.0
18167,18,32,106153,3365.0,5726.0,13931,641.0,947.0,7706,416.0,598.0,25,19,2.0,3.0,0.0,2.0
18169,18,8,30976,571.0,898.0,2433,191.0,305.0,874,141.0,233.0,4,2,0.0,0.0,0.0,0.0
18171,18,3,8440,69.0,250.0,186,47.0,191.0,0,37.0,159.0,0,0,0.0,0.0,0.0,0.0
18173,18,16,63898,756.0,911.0,14516,315.0,371.0,6780,198.0,231.0,10,1,0.0,1.0,0.0,1.0
18175,18,7,28182,478.0,1235.0,347,344.0,896.0,0,320.0,816.0,1,3,0.0,1.0,0.0,0.0
18177,18,18,66553,2403.0,4080.0,6848,651.0,1012.0,2596,427.0,635.0,10,6,2.0,5.0,0.0,3.0
18179,18,7,28180,471.0,666.0,3745,176.0,370.0,1443,107.0,276.0,3,1,1.0,0.0,0.0,0.0
18181,18,9,24688,330.0,637.0,456,133.0,266.0,22,103.0,209.0,1,3,0.0,0.0,0.0,0.0
18183,18,8,34191,553.0,906.0,3142,373.0,573.0,1951,323.0,490.0,2,1,0.0,1.0,0.0,1.0
19001,19,3,7496,141.0,318.0,339,56.0,181.0,78,39.0,149.0,0,0,0.0,0.0,0.0,0.0
19003,19,2,3704,84.0,146.0,378,48.0,94.0,98,40.0,84.0,0,0,0.0,0.0,0.0,0.0
19005,19,5,14061,222.0,494.0,795,140.0,260.0,75,119.0,195.0,0,0,0.0,0.0,0.0,0.0
19007,19,5,12317,360.0,689.0,2487,150.0,314.0,926,123.0,264.0,2,4,1.0,0.0,0.0,0.0
19009,19,3,5674,196.0,218.0,119,69.0,118.0,0,48.0,102.0,0,0,0.0,1.0,0.0,0.0
19011,19,7,25575,340.0,491.0,910,128.0,255.0,301,98.0,220.0,1,1,1.0,0.0,0.0,0.0
19013,19,39,131144,3455.0,6077.0,14081,433.0,813.0,5724,166.0,410.0,32,20,2.0,3.0,0.0,0.0
19015,19,7,26715,598.0,524.0,1900,258.0,184.0,252,216.0,135.0,3,1,1.0,0.0,0.0,0.0
19017,19,8,24988,250.0,518.0,3857,105.0,257.0,2177,80.0,201.0,3,1,0.0,0.0,0.0,0.0
19019,19,6,20565,546.0,544.0,1070,293.0,326.0,363,242.0,282.0,1,0,0.0,1.0,0.0,1.0
19021,19,6,20823,126.0,754.0,4222,70.0,379.0,3113,62.0,332.0,2,0,0.0,0.0,0.0,0.0
19023,19,5,14334,209.0,411.0,22,122.0,259.0,0,102.0,225.0,0,0,0.0,0.0,0.0,0.0
19025,19,4,9927,137.0,378.0,200,91.0,254.0,11,81.0,225.0,0,1,0.0,0.0,0.0,0.0
19027,19,6,20760,429.0,522.0,2954,194.0,216.0,1482,159.0,169.0,2,0,0.0,0.0,0.0,0.0
19029,19,5,13127,335.0,699.0,2824,164.0,346.0,891,95.0,227.0,2,1,1.0,1.0,0.0,0.0
19031,19,5,18505,195.0,497.0,61,104.0,323.0,0,95.0,295.0,0,0,0.0,0.0,0.0,0.0
19033,19,12,43127,979.0,1760.0,8433,317.0,477.0,3254,217.0,346.0,8,3,1.0,1.0,0.0,1.0
19035,19,5,11658,289.0,353.0,2613,158.0,180.0,1113,130.0,141.0,2,0,0.0,0.0,0.0,0.0
19037,19,4,12012,148.0,249.0,800,100.0,148.0,137,85.0,109.0,0,0,0.0,0.0,0.0,0.0
19039,19,3,9748,510.0,469.0,1307,100.0,123.0,242,52.0,82.0,1,2,1.0,1.0,0.0,1.0
19041,19,5,16384,401.0,683.0,4307,142.0,265.0,1753,91.0,192.0,3,1,1.0,1.0,0.0,0.0
19043,19,6,17043,516.0,504.0,935,425.0,404.0,7,393.0,372.0,0,2,1.0,1.0,0.0,1.0
19045,19,12,46460,1404.0,2491.0,12876,389.0,706.0,6123,241.0,467.0,9,4,2.0,1.0,0.0,0.0
19047,19,6,16525,215.0,666.0,5059,136.0,389.0,2503,104.0,281.0,2,3,3.0,0.0,2.0,0.0
19049,19,19,99678,1211.0,2337.0,19205,377.0,756.0,6199,216.0,447.0,14,3,2.0,1.0,0.0,1.0
